id,country,indicatorType,indicator,unit,year,value
6804,oman,economic indicators,Population,Int. $B,2015,4.49
6805,oman,economic indicators,Land Area,million,2015,309500
6806,oman,economic indicators,Human Development Index,sq.km,2015,
6807,oman,economic indicators,Inflation rate,,2015,0.1
6808,oman,economic indicators,Unemployment rate,%,2015,
6809,oman,economic indicators,Current account balance,%,2015,-11.2
6810,oman,economic indicators,Government Gross Debt (share of GDP),US $B,2015,14.9
6811,oman,economic indicators,International Reserves,%,2015,17.54
6812,oman,economic indicators,CO2 emissions intensity,US $B,2015,485.49
6813,oman,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2015,17.47
6814,oman,economic indicators,GDP,metric tons,2014,81.8
6815,oman,economic indicators,GDP based on PPP,US $B,2014,160.7
6816,oman,economic indicators,Real GDP growth,Int. $B,2014,2.9
6817,oman,economic indicators,GDP per capita,%,2014,22008
6818,oman,economic indicators,GDP per capita based on PPP,US $,2014,43237
6819,oman,economic indicators,Population,Int. $B,2014,4.24
6820,oman,economic indicators,Land Area,million,2014,309500
6821,oman,economic indicators,Human Development Index,sq.km,2014,0.79
6822,oman,economic indicators,Inflation rate,,2014,1
6823,oman,economic indicators,Unemployment rate,%,2014,7.2
6824,oman,economic indicators,Current account balance,%,2014,4.7
6825,oman,economic indicators,Government Gross Debt (share of GDP),US $B,2014,4.9
6826,oman,economic indicators,International Reserves,%,2014,16.32
6827,oman,economic indicators,CO2 emissions intensity,US $B,2014,479.48
6828,oman,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2014,17.67
6829,oman,economic indicators,GDP,metric tons,2013,78.18
6830,oman,economic indicators,GDP based on PPP,US $B,2013,153.43
6831,oman,economic indicators,Real GDP growth,Int. $B,2013,3.2
6832,oman,economic indicators,GDP per capita,%,2013,21753
6833,oman,economic indicators,GDP per capita based on PPP,US $,2013,42689
6834,oman,economic indicators,Population,Int. $B,2013,3.9
6835,oman,economic indicators,Land Area,million,2013,309500
6836,oman,economic indicators,Human Development Index,sq.km,2013,0.78
6837,oman,economic indicators,Inflation rate,,2013,1.2
6838,oman,economic indicators,Unemployment rate,%,2013,7.3
6839,oman,economic indicators,Current account balance,%,2013,5.2
6840,oman,economic indicators,Government Gross Debt (share of GDP),US $B,2013,5.1
6841,oman,economic indicators,International Reserves,%,2013,15.95
6842,oman,economic indicators,CO2 emissions intensity,US $B,2013,495.64
6843,oman,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2013,19.25
6844,oman,economic indicators,GDP,metric tons,2012,75.43
6845,oman,economic indicators,GDP based on PPP,US $B,2012,146.38
6846,oman,economic indicators,Real GDP growth,Int. $B,2012,5.8
6847,oman,economic indicators,GDP per capita,%,2012,22923
6848,oman,economic indicators,GDP per capita based on PPP,US $,2012,44481
6849,oman,economic indicators,Population,Int. $B,2012,3.55
6850,oman,economic indicators,Land Area,million,2012,309500
6851,oman,economic indicators,Human Development Index,sq.km,2012,0.78
6852,oman,economic indicators,Inflation rate,,2012,2.9
6853,oman,economic indicators,Unemployment rate,%,2012,7.4
6854,oman,economic indicators,Current account balance,%,2012,7.7
6855,oman,economic indicators,Government Gross Debt (share of GDP),US $B,2012,4.9
6856,oman,economic indicators,International Reserves,%,2012,14.4
6857,oman,economic indicators,CO2 emissions intensity,US $B,2012,498.78
6858,oman,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2012,20.54
6859,oman,economic indicators,GDP,metric tons,2011,67.71
6860,oman,economic indicators,GDP based on PPP,US $B,2011,135.89
6861,oman,economic indicators,Real GDP growth,Int. $B,2011,4.1
6862,oman,economic indicators,GDP per capita,%,2011,22623
6863,oman,economic indicators,GDP per capita based on PPP,US $,2011,45406
6864,oman,economic indicators,Population,Int. $B,2011,3.21
6865,oman,economic indicators,Land Area,million,2011,309500
6866,oman,economic indicators,Human Development Index,sq.km,2011,0.78
6867,oman,economic indicators,Inflation rate,,2011,4
6868,oman,economic indicators,Unemployment rate,%,2011,7.5
6869,oman,economic indicators,Current account balance,%,2011,8.8
6870,oman,economic indicators,Government Gross Debt (share of GDP),US $B,2011,5.2
6871,oman,economic indicators,International Reserves,%,2011,14.37
6872,oman,economic indicators,CO2 emissions intensity,US $B,2011,525.65
6873,oman,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2011,22.33
6874,oman,economic indicators,GDP,metric tons,2010,56.83
6875,oman,economic indicators,GDP based on PPP,US $B,2010,127.91
6876,oman,economic indicators,Real GDP growth,Int. $B,2010,4.8
6877,oman,economic indicators,GDP per capita,%,2010,19698
6878,oman,economic indicators,GDP per capita based on PPP,US $,2010,44337
6879,oman,economic indicators,Population,Int. $B,2010,2.94
6880,oman,economic indicators,Land Area,million,2010,309500
6881,oman,economic indicators,Human Development Index,sq.km,2010,0.78
6882,oman,economic indicators,Inflation rate,,2010,3.3
6883,oman,economic indicators,Unemployment rate,%,2010,7.6
6884,oman,economic indicators,Current account balance,%,2010,4.9
6885,oman,economic indicators,Government Gross Debt (share of GDP),US $B,2010,5.9
6886,oman,economic indicators,International Reserves,%,2010,13.03
6887,oman,economic indicators,CO2 emissions intensity,US $B,2010,469.06
6888,oman,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2010,21.97
6889,oman,energy indicators,Gross energy production,metric tons,2017,
6890,oman,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2017,
6891,oman,energy indicators,Gross energy production - Natural Gas,%,2017,
6892,oman,energy indicators,Gross energy production - Coal,%,2017,
6893,oman,energy indicators,Gross energy production - Nuclear,%,2017,
6894,oman,energy indicators,Gross energy production - Renewables,%,2017,
6895,oman,energy indicators,Gross energy production - Solar,%,2017,
6896,oman,energy indicators,Gross energy production - Wind,%,2017,
6897,oman,energy indicators,Gross energy production - Hydropower,%,2017,
6898,oman,energy indicators,Gross energy production - Other,%,2017,
6899,oman,energy indicators,Total energy export,%,2017,
6900,oman,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2017,
6901,oman,energy indicators,Total energy export - Natural Gas,%,2017,
6902,oman,energy indicators,Total energy export - Coal,%,2017,
6903,oman,energy indicators,Total energy export - Electricity,%,2017,
6904,oman,energy indicators,Total energy import,%,2017,
6905,oman,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2017,
6906,oman,energy indicators,Total energy import - Natural Gas,%,2017,
6907,oman,energy indicators,Total energy import - Coal,%,2017,
6908,oman,energy indicators,Total energy import - Electricity,%,2017,
6909,oman,energy indicators,Total primary energy supply (TPES),%,2017,
6910,oman,energy indicators,Primary energy supply per capita,ktoe,2017,
6911,oman,energy indicators,Energy productivity,toe,2017,
6912,oman,energy indicators,Energy subsidies,$/kgoe,2017,
6913,oman,energy indicators,Final energy consumption,$B,2017,
6914,oman,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2017,
6915,oman,energy indicators,Final energy consumption - Natural Gas,%,2017,
6916,oman,energy indicators,Final energy consumption - Coal,%,2017,
6917,oman,energy indicators,Final energy consumption - Electricity,%,2017,
6918,oman,energy indicators,Final energy consumption - Other,%,2017,
6919,oman,energy indicators,Energy use per capita,%,2017,
6920,oman,energy indicators,Energy use by Sector - Industry,toe,2017,
6921,oman,energy indicators,Energy use by Sector - Transport,%,2017,
6922,oman,energy indicators,Energy use by Sector - Residential,%,2017,
6923,oman,energy indicators,Energy use by Sector - Tertiary,%,2017,
6924,oman,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2017,
6925,oman,energy indicators,Energy use by Sector - Other,%,2017,
6926,oman,energy indicators,Gross energy production,%,2016,
6927,oman,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2016,
6928,oman,energy indicators,Gross energy production - Natural Gas,%,2016,
6929,oman,energy indicators,Gross energy production - Coal,%,2016,
6930,oman,energy indicators,Gross energy production - Nuclear,%,2016,
6931,oman,energy indicators,Gross energy production - Renewables,%,2016,
6932,oman,energy indicators,Gross energy production - Solar,%,2016,
6933,oman,energy indicators,Gross energy production - Wind,%,2016,
6934,oman,energy indicators,Gross energy production - Hydropower,%,2016,
6935,oman,energy indicators,Gross energy production - Other,%,2016,
6936,oman,energy indicators,Total energy export,%,2016,
6937,oman,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2016,
6938,oman,energy indicators,Total energy export - Natural Gas,%,2016,
6939,oman,energy indicators,Total energy export - Coal,%,2016,
6940,oman,energy indicators,Total energy export - Electricity,%,2016,
6941,oman,energy indicators,Total energy import,%,2016,
6942,oman,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2016,
6943,oman,energy indicators,Total energy import - Natural Gas,%,2016,
6944,oman,energy indicators,Total energy import - Coal,%,2016,
6945,oman,energy indicators,Total energy import - Electricity,%,2016,
6946,oman,energy indicators,Total primary energy supply (TPES),%,2016,
6947,oman,energy indicators,Primary energy supply per capita,ktoe,2016,
6948,oman,energy indicators,Energy productivity,toe,2016,
6949,oman,energy indicators,Energy subsidies,$/kgoe,2016,
6950,oman,energy indicators,Final energy consumption,$B,2016,
6951,oman,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2016,
6952,oman,energy indicators,Final energy consumption - Natural Gas,%,2016,
6953,oman,energy indicators,Final energy consumption - Coal,%,2016,
6954,oman,energy indicators,Final energy consumption - Electricity,%,2016,
6955,oman,energy indicators,Final energy consumption - Other,%,2016,
6956,oman,energy indicators,Energy use per capita,%,2016,
6957,oman,energy indicators,Energy use by Sector - Industry,toe,2016,
6958,oman,energy indicators,Energy use by Sector - Transport,%,2016,
6959,oman,energy indicators,Energy use by Sector - Residential,%,2016,
6960,oman,energy indicators,Energy use by Sector - Tertiary,%,2016,
6961,oman,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2016,
6962,oman,energy indicators,Energy use by Sector - Other,%,2016,
6963,oman,energy indicators,Gross energy production,%,2015,
6964,oman,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2015,
6965,oman,energy indicators,Gross energy production - Natural Gas,%,2015,
6966,oman,energy indicators,Gross energy production - Coal,%,2015,
6967,oman,energy indicators,Gross energy production - Nuclear,%,2015,
6968,oman,energy indicators,Gross energy production - Renewables,%,2015,
6969,oman,energy indicators,Gross energy production - Solar,%,2015,
6970,oman,energy indicators,Gross energy production - Wind,%,2015,
6971,oman,energy indicators,Gross energy production - Hydropower,%,2015,
6972,oman,energy indicators,Gross energy production - Other,%,2015,
6973,oman,energy indicators,Total energy export,%,2015,
6974,oman,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2015,
6975,oman,energy indicators,Total energy export - Natural Gas,%,2015,
6976,oman,energy indicators,Total energy export - Coal,%,2015,
6977,oman,energy indicators,Total energy export - Electricity,%,2015,
6978,oman,energy indicators,Total energy import,%,2015,
6979,oman,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2015,
6980,oman,energy indicators,Total energy import - Natural Gas,%,2015,
6981,oman,energy indicators,Total energy import - Coal,%,2015,
6982,oman,energy indicators,Total energy import - Electricity,%,2015,
6983,oman,energy indicators,Total primary energy supply (TPES),%,2015,
6984,oman,energy indicators,Primary energy supply per capita,ktoe,2015,
6985,oman,energy indicators,Energy productivity,toe,2015,
6986,oman,energy indicators,Energy subsidies,$/kgoe,2015,7.266899347
6987,oman,energy indicators,Final energy consumption,$B,2015,
6988,oman,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2015,
6989,oman,energy indicators,Final energy consumption - Natural Gas,%,2015,
6990,oman,energy indicators,Final energy consumption - Coal,%,2015,
6991,oman,energy indicators,Final energy consumption - Electricity,%,2015,
6992,oman,energy indicators,Final energy consumption - Other,%,2015,
6993,oman,energy indicators,Energy use per capita,%,2015,
6994,oman,energy indicators,Energy use by Sector - Industry,toe,2015,
6995,oman,energy indicators,Energy use by Sector - Transport,%,2015,
6996,oman,energy indicators,Energy use by Sector - Residential,%,2015,
6997,oman,energy indicators,Energy use by Sector - Tertiary,%,2015,
6998,oman,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2015,
6999,oman,energy indicators,Energy use by Sector - Other,%,2015,
7000,oman,energy indicators,Gross energy production,%,2014,74488.303
7001,oman,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2014,63.63828694
7002,oman,energy indicators,Gross energy production - Natural Gas,%,2014,36.36171172
7003,oman,energy indicators,Gross energy production - Coal,%,2014,0
7004,oman,energy indicators,Gross energy production - Nuclear,%,2014,0
7005,oman,energy indicators,Gross energy production - Renewables,%,2014,0
7006,oman,energy indicators,Gross energy production - Solar,%,2014,0
